product_id,title,price ($),stock_status,product_type,vendor,tags,description,benefits,how_to_use,ingredients,specifications,inclusions,care_instructions,product_url,primary_image_url
6846083268782,Bikini Whitening Set,50.00,In Stock,Whitening Set,Beautederm,Whitening Set,"Beautederm Bikini Whitening Set helps even out and lightens skin tone around the bikini area. With the use of Bleaching Cream, Bikini Cream, and Hydrocortisone Cream, you'll have noticeably whiter skin and be bikini ready in no time!",,,"Ultralite Whitening Soap: Palm Base, Glycerin, Salicylic Acid, Titanium Dioxide, Papaya Enzyme (papain), Snail Secretion Filtrate (snail slime), Ascophyllum Nodosum Extract (algo white), Butylated Hydroxytoluene (BHT), Ethylenediaminetetraacetic acid (EDTA), Apitoxin (bee derivative), Fragrance
Bikini Cream: Salicylic Acid, Aloe Vera Extract, Grapeseed Extract, Papain, Niacinamide, Citric Acid, Seed Oil, Moisturizing Mineral
Bleaching Cream: Lidocaine, Aloe Barbadensis Gel, Benzyl Alcohol, Camphor, Cetearyl Alcohol, Cyclohexasiloxane, Cyclopentasiloxane, Disodium EDTA, Diazolidinyl Urea, Fragrance, Glyceryl Dilaurate, Glyceryl Stearate, Hexylene Glycol, Lactic Acid, Menthol, Methylparaben, Boctyldodecanol, PEG-40 Stearate, PEG-100 Stearate, Polyquaternium
Hydrocortisone Cream: D.I., Cetearyl Alcohol, Stearyl Alcohol, Propenyl Glycol, SLS, Vas Alba, Stearic Acid, Hydrocortisone","Inclusions:
1 x Ultralite Soap 125g
1 x Hydrocortisone 10g
1 x Bleaching Cream 20g
1 x Bikini Area Whitening Cream 20g
Benefits:
Evens out and lightens skin tone
Slowly gets rid of darkened skin in the bikini area via micro peeling
Ultralite Soap 125g
Cleanses and exfoliates skin Nourishes and whitens skin Has Algowhite, Glutathione, and Collagen
Bikini Cream 20g
The sensitive formula gently and quickly removes hair around tender bikini lines without nicks, cuts, or razor bumps. Infused with green tea extracts, it leaves skin soft and smooth.
Bleaching Cream 20g
Also known as skin lightening products, whiteners, skin brighteners, or fading creams—work by reducing a pigment called melanin in the skin. Most people who use lighteners do so to treat skin problems such as age spots, acne scars, or discoloration related to hormones.
Hydrocortisone 10g
Is a topical steroid that reduces the actions of chemicals in the body that cause inflammation. Topical is used to treat inflammation of the skin caused by a number of conditions such as allergic reactions, eczema, or psoriasis.
Directions for use:
EVENING
Wash area with Beautederm Ultralite soap twice a day and pat dry.
Apply Bleaching cream to continue the bleaching process until the skin micro peels.
While the skin is peeling, DO NOT wash the area with Ultralite soap.
When the skin has totally peeled off, wash the area again with Beautederm Ultralite Soap.
Use the bikini cream to even out the color of your newly peeled skin with the rest of your skin.
NOTE:
Continue the use of the Beautederm Ultralite soap and bikini cream until you reach the desired skin tone.
DO NOT wear garterized or laced underwear or anything that might rub against and irritate the skin.
If persistent itchiness or redness occurs, apply Hydrocortisone Cream on the specific area.",,,https://beautederm.sg/collections/all/products/bikini-whitening-set,//beautederm.sg/cdn/shop/products/beautederm-bikini-whitening-set-beautemagic.jpg?v=1622529909
6846095949998,Beaute L' Cheveux Supple Hair Oil (50ml),22.00,In Stock,Hair Oil,Beautederm,Hair Oil,"Grow your hair Naturally with Beaute L' Cheveux Supple Hair Oil, it's a chemical-free and non-toxic oil. Beauté L' Cheveux is made of all-natural ingredients, proven and tested that effectively control frizz and intensively repair damaged hair. It has hair-boosting ingredients such as Sunflower seed oil that contains vitamin A, E, and K, while the African red palm oil adds shine and softness throughout the hair, Watercress and Indian Cress which stimulate hair regrowth and strengthen hair from roots to tips for a healthier and shinier hair.",,,"Elaeis Guineensis Oil, Helianthus Annuus (Sunflower) Seed Oil, Fragrance Oil, Glycerin, Aqua, Nasturtium Officinale Extract, Tropaeolum Majus Extract","Net Weight:
50ml
Benefits:
Improves hair manageability
Prevents oily and limp hair
Instantly moisturizes
Actively protects hair
Stimulates hair regrowth
Tones and purifies the scalp
Strengthens hair and prevents breakage
Combats brittle, unruly and thinning hair
Directions for use:
For hair, may be applied before styling to seal in moisture, or after styling for high shine and smoothness.",,,https://beautederm.sg/collections/all/products/beaute-l-cheveux-supple-hair-oil-50ml,//beautederm.sg/cdn/shop/products/beautederm-beaute-l-cheveux-supple-hair-oil-beautemagic.jpg?v=1622530001
6846091002030,Beau Charcoal Soap (100g),15.00,In Stock,Cleanser,Beautederm,"Cleanser, Mens Care","Scared that activated charcoal will dry up your skin? With Beau Charcoal Soap, you don't have to worry. Beau draws out all the grime and impurities from your skin without losing its moisture. It is infused with soy extract and glycerin to maintain the suppleness of your skin while keeping it clean and fresh.",,,"Sodium cocoate, Sodium palm kernelate, Aqua, Glycerin, Fragrance, Titanium dioxide, Salicytic acid, Activated charcoal, Sodium chloride, EDTA, BHT, USP","Net Weight:
100g
Benefits:
Can pull the unwanted excess oils along with the dirt from the skin
Deep cleans oily skin
Reduces acne and pore size
Gently exfoliates dead skin cells
Infused with soy extract for moisturizing
Directions for use:
Lather up soap bar on wet face and body
Let it stay for 2-3 minutes
Rinse thoroughly with water
For better results, use every morning and evening.",,,https://beautederm.sg/collections/all/products/beau-charcoal-soap-spruce-and-dash-100g,//beautederm.sg/cdn/shop/products/beautederm-beau-charcoal-soap-beautemagic-02.jpg?v=1622529971
6846090510510,Beaute Travel Set,40.00,In Stock,Beauty Set,Beautederm,Beaute Set,Are you always on the go? You need a skincare companion that is convenient yet effective. Beaute Travel Set is perfect for you! Get that glow you've always wanted wherever you go.,,,"Day and Night Toner: Aqua, Butylene alcohol, Phenyl trimethicone, Propylene glycol laurate, Ceteryl glucoside, Propylene Glycole Isostearate, Cetearyl alcohol, Titanium dioxide, Glycerin
Day Cream: Cetearyl Olivate, Cetyl Palmitate, Cetearyl alcohol, Pentaerythrityl testratearate, Oclocrylene, Butyl methoxydibenzoylmethane, Ethyl salicylate, Homosalate, Titanium dioxide silica dimethicone, Tocopheryl Acetate, C12-15 Alkyl Benzoate, dimethicone, Water, Disodium EDTA, Butylene Glycol, Xantham gum, Sodium hyaluronate, Phenoxyethanol, Ethylhexylglycerin, Parfum
Night Cream 1: Aqua, Butylene alcohol, Phenyl trimethicone, Propylene Glycol laurate, Ceteryl glucoside, Propylene Glycole Isostearate, Cetearyl alcohol, Titanium dioxide, Glycerin
Night Cream 2: Aqua, Propylene glycol, Glyceryl Stearate, PEG-100 Sterate, Stearic Acid, Hydrolyzed Collagen, Hydrolyzed Elastin, Carbomer, Cetyl Alcohol, Dimethicone, Disodium EDTA, Ethylhexylglycerin, Parfum
Night Cream 3: Cetearyl Olivate, Cetyl Palmitate, Cetearyl alcohol, Butyrospermum, Parkii (shea butter), Caprylic/Capric Triglyceride, Hydrogenated Polyisobutene, Dimethicone, Cyclomethicone, Dimethicone Crosspolymer, Pentaerythrityl, Tetra-Di-t-Butyl Hydroxy hydrocinnamate, Tocopheryl Acetate, Aqua, Allantoin, Glycerin, Bet, aine, Sodium Hyaluronate, Dextran, Polyscrylamide, C13-14 Isoparaffin, Laureth-7, Phenoxyethanol, Benzyl alcohol, Parfum
Papaine Soap: Sodium cocoate, Sodium palm kernelate, Aqua, Glycerin, Fragrance, Titanium, Dioxide, Salicylic acid, Papaya extract, Sodium chloride, EDTA, BHT, USP","Inclusions:
1 x Day/Night Toner 50ml
1 x Day Cream 5g
1 x Night Cream 1 5g
1 x Night Cream 2 5g
1 x Night Cream 3 5g
1 x Papaine Soap 75g
Good for 10-15 days
Benefits:
Diminishes dark spots, freckles, acne and ice pick scars
Protects skin with SPF 60 and natural zinc oxide by blocking harmful UVA and UVB rays
Restores skin's suppleness for a healthy, dewy and rosy look
Reduces fine lines and visible signs of aging
Guaranteed safe and effective with visible results in as early as one week
Directions for use:
Daytime Routine
Papaine Soap: Lather on hands and apply on face and rinse.
Day/Night Toner: Apply all over the face using a cotton ball.
Day Cream: Apply thinly (pea-size amount) on to face and neck.
Nighttime Routine
Papaine Soap: Lather on hands and apply on face and rinse.
Day/Night Toner: Apply all over the face using a cotton ball.
Night Cream 1: Apply thinly (pea-size amount) on to face and neck.
Night Cream 2: Apply thinly (pea-size amount) on to face and neck.
Night Cream 3: Apply thinly (pea-size amount) on to face and neck.
NOTE: Wait for 5 minutes before applying each cream.
Reminders:
Temporary redness of skin for the first 3 weeks of use.
You may also experience the following: prickly sensation, peeling and darkening of skin. This is normal skin reaction due to the resurfacing of dead skin cells.
Please DO NOT use other products while using Beautederm.
Keep refrigerated (Toner and Creams).
Avoid exposing your skin to direct sunlight as much as possible.
FOR EXTERNAL USE ONLY",,,https://beautederm.sg/collections/all/products/beaute-travel-set,//beautederm.sg/cdn/shop/products/beautederm-beaute-travel-set-beautemagic.jpg?v=1622529968
7258770866350,Night Cream 1 - Whitening (20g),25.00,In Stock,Night Cream,Beautederm,Night Cream,"Say goodbye to old pimple marks, dark spots and blemishes. Help your skin regenerate, rejuvenate, and recover with a nourishing cream that reduces the appearance of wrinkles, fine lines, sun spots and other imperfections. With whitening properties that lighten old pimple marks and dark spots, our Night Cream 1 is designed to brighten your skin for a glowing complexion.",,,"Aqua, Butylene alcohol, Phenyl trimethicone, Propylene Glycol laurate, Ceteryl glucoside, Propylene Glycole Isostearate, Cetearyl alcohol, Titanium dioxide, Glycerin","Net Weight:
20 grams (good for 2 months)
Benefits:
Helps in skin regeneration
Lightens old pimple marks, dark spots and blemishes
Rejuvenates and nourish the skin for a brightening effect
Directions for use:
Apply thinly (pea size amount) on to the face.",,,https://beautederm.sg/collections/all/products/night-cream-1-whitening-20g,//beautederm.sg/cdn/shop/products/beautederm-night-cream-1-whitening-20g.jpg?v=1628756331
7267489546414,Purifie Facial Wash Refill (200ml),40.00,In Stock,Facial Wash,Beautederm,Facial Wash,"Clean your way to a clearer complexion with Purifie Facial Wash. This gentle facial cleanser unclogs pores, tightens and whitens skin, exfoliates dry patches, and removes deep seated oil and dirt. We keep it pure by including Vitamins C, E, Glutathione, and Glycerine to nourish and moisturize for a healthy-looking glow. It is meant for people with oily to combination skin, but it's great for all types of skin! Purifie is gentle enough to use everyday which will help maintain your skin's elasticity and hydration levels. You’ll be radiant and refreshed after just one use!",,,"Water, Citric Acid, Glycerine, Fragrances, Sodium Chloride, Pearlize Pigment, Cocamidopropyl Bataine, Papaya Enzyme","Net Weight:
200 ml
Benefits:
Enhances skin elasticity
Unclogs pores, tighens, whitens and exfoliates
Has Vitamins C, E, Glutathione and Glycerine
Removes dead skin cells, oil, dirt, and other skin pollutants
Directions for use:
Pump a small amount and gently lather it all over your face and slowly massage for a few minutes.
Rinse it thoroughly.
Use before Papaine soap.",,,https://beautederm.sg/collections/all/products/purifie-facial-wash-refill-200ml,//beautederm.sg/cdn/shop/products/beauteder-purifie-facial-wash-refill-200ml.jpg?v=1629098813
7260285173934,Day Cream (20g),25.00,In Stock,Day Cream,Beautederm,Day Cream,"We rely on sunscreen to keep our skin safe from the blazing sun. However, we just love the feeling of healthy, hydrated skin and with this Day Cream we can have it all! SPF 50+ and natural zinc oxide are combined in this moisturizing cream, which will not only keep your face protected and hydrated but will also help reduce fine lines and wrinkles. The best part is that it leaves your skin looking and feeling healthy and silky smooth so you can walk around in peace all day long.",,,"Cetearyl Olivate, Cetyl Palmitate, Cetearyl alcohol, Butyrospermum, Parkii (shea butter), Caprylic/Capric Triglyceride, Hydrogenated Polyisobutene, Dimethicone, Cyclomethicone, Dimethicone Crosspolymer, Pentaerythrityl, Tetra-Di-t-Butyl Hydroxy hydrocinnamate, Tocopheryl Acetate, Aqua, Allantoin, Glycerin, Bet, aine, Sodium Hyaluronate, Dextran, Polyscrylamide, C13-14 Isoparaffin, Laureth-7, Phenoxyethanol, Benzyl alcohol, Parfum","Net Weight:
50g (good for 3-4 months)
Benefits:
Has SPF 50+ and natural zinc oxide which blocks harmful UVA and UVB rays
Moisturizes and keeps the face hydrated
Slows down aging and reduces visibility of fine lines and wrinkles
Leaves the skin healthy and silky smooth
Directions for use:
Apply every morning, after using the Day and Night toner
Re-apply throughout the day as necessary",,,https://beautederm.sg/collections/all/products/day-cream-20g-1,//beautederm.sg/cdn/shop/products/beautederm-day-cream-20g.jpg?v=1628756082
7260156690606,Day and Night Toner (60ml),25.00,In Stock,Toner,Beautederm,Toner,"The best toner is the one that’s tailor-made for your skin type, and ours meets all of your needs. This Day and Night Toner is formulated with a micropeeling effect to help cleanse deep down into the pores for a deep, refreshing clean. It helps reduce pore size, protects against environmental damage, tightens the skin, refreshes it for a lasting glow - plus it removes toxins from your face to keep you looking fresh 'n' healthy. It also helps diminish freckles, age spots, blemishes and dark spots to give you flawless skin day after day. It can be used as a standalone product or in conjunction with other products in our Beaute Sets to help you achieve your desired result.",,,"Aqua, Butylene alcohol, Phenyl trimethicone, Propylene glycol laurate, Ceteryl glucoside, Propylene Glycole Isostearate, Cetearyl alcohol, Titanium dioxide, Glycerin","Net Weight:
60 ml
Benefits:
Has micropeeling effect that reveals young, fresh and youthful skin
Has active ingredients that effectively cleanse deep down into the pores and helps reduce pore size
Create a fresher, cleaner and less oily appearance while removing toxins and other unhealthy residue from the skin
Gives the skin a lasting glow and lessens the chance of acne, scarring and wrinkles
Protects, tightens and refreshes skin
Removes toxins, freckles, age spots, blemishes and dark spots
Directions for use:
Apply an ample amount on face using a cotton ball.",,,https://beautederm.sg/collections/all/products/day-and-night-toner-60ml-1,//beautederm.sg/cdn/shop/products/beautederm-day-and-night-toner-60ml.jpg?v=1628749145
7258826277038,Night Cream 2 - Moisturizing (20g),25.00,In Stock,Night Cream,Beautederm,Night Cream,"The Night Cream 2 is designed to restore and renew your skin overnight, so you can wake up to a refreshed complexion. It deeply hydrates skin to reveal its natural moisture while the light non-greasy gel form ensures that it won’t interfere with your sleep. It also helps maintain a healthy moisture balance while fighting the aging process with natural Zinc Oxide. All in all, this night cream is the perfect pick-me-up for wherever you are in life.",,,"Aqua, Propylene glycol, Glyceryl Stearate, PEG-100 Sterate, Stearic Acid, Hydrolyzed Collagen, Hydrolyzed Elastin, Carbomer, Cetyl Alcohol, Dimethicone, Disodium EDTA, Ethylhexylglycerin, Parfum","Net Weight:
20 grams (good for 2 months)
Benefits:
Light, non-greasy gel form
Renew and repair aging skin
Helps gives your skin a nice dewy texture
Deeply hydrates skin to reveal its natural moisture
Has natural Zinc Oxide
Directions for use:
Apply thinly (pea size amount) on to the face (interval of 5 minutes after applying Night Cream 1.",,,https://beautederm.sg/collections/all/products/night-cream-2-moisturizing-20g,//beautederm.sg/cdn/shop/products/beautederm-night-cream-2-moisturizing-20g.jpg?v=1628756558
7258783973550,Night Cream 2 - Moisturizing (50g),45.00,In Stock,Night Cream,Beautederm,Night Cream,"The Night Cream 2 is designed to restore and renew your skin overnight, so you can wake up to a refreshed complexion. It deeply hydrates skin to reveal its natural moisture while the light non-greasy gel form ensures that it won’t interfere with your sleep. It also helps maintain a healthy moisture balance while fighting the aging process with natural Zinc Oxide. All in all, this night cream is the perfect pick-me-up for wherever you are in life.",,,"Aqua, Propylene glycol, Glyceryl Stearate, PEG-100 Sterate, Stearic Acid, Hydrolyzed Collagen, Hydrolyzed Elastin, Carbomer, Cetyl Alcohol, Dimethicone, Disodium EDTA, Ethylhexylglycerin, Parfum","Net Weight:
50 grams (good for 3-4 months)
Benefits:
Light, non-greasy gel form
Renew and repair aging skin
Helps gives your skin a nice dewy texture
Deeply hydrates skin to reveal its natural moisture
Has natural Zinc Oxide
Directions for use:
Apply thinly (pea size amount) on to the face (interval of 5 minutes after applying Night Cream 1.",,,https://beautederm.sg/collections/all/products/night-cream-2-moisturizing-50g,//beautederm.sg/cdn/shop/products/beautederm-night-cream-2-moisturizing-50g.jpg?v=1628742366
7258701398190,Night Cream 3 - Anti-aging (20g),25.00,In Stock,Night Cream,Beautederm,Night Cream,"This luxurious moisturizer is the perfect way to treat your skin at night. With a rich, yet lightweight texture that won’t clog pores, our Night Cream 3 Anti-aging provides long-term hydration and replenishment to improve elasticity, lock in moisture, tone the skin, reduce visibility of fine lines and wrinkles, and aid in tissue repair. Our powerful combination of collagen and placenta also helps repair and renew damaged skin cells for youthful-looking skin.",,,"Cetearyl Olivate, Cetyl Palmitate, Cetearyl alcohol, Butyrospermum, Parkii (shea butter), Caprylic/Capric Triglyceride, Hydrogenated Polyisobutene, Dimethicone, Cyclomethicone, Dimethicone Crosspolymer, Pentaerythrityl, Tetra-Di-t-Butyl Hydroxy hydrocinnamate, Tocopheryl Acetate, Aqua, Allantoin, Glycerin, Bet, aine, Sodium Hyaluronate, Dextran, Polyscrylamide, C13-14 Isoparaffin, Laureth-7, Phenoxyethanol, Benzyl alcohol, Parfum","Net Weight:
20 grams (good for 2 months)
Benefits:
Improves skin elasticity
Locks in moisture and tones the skin
Slows down aging and reduces visibility of fine lines and wrinkles
Aids in tissue repair, particularly on sunburn and skin inflammation
Contains a powerful combination of collagen and placenta which helps repair and renew damaged cells
Directions for use:
Apply thinly (pea size amount) on to the face (interval of 5 minutes after applying Night Cream 2.",,,https://beautederm.sg/collections/all/products/night-cream-3-anti-aging-20g,//beautederm.sg/cdn/shop/products/beautederm-night-cream-3-anti-aging-20g.jpg?v=1628756778
